#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
KAJ2935797.1         -          nacht_mafft_aligned  -            1.9e-48  165.4   0.0   6.1e-11   41.8   0.0   4.1   4   0   0   4   4   4   4 hypothetical protein H1R20_g1294, partial [Candolleomyces eurysporus]
KAJ2935798.1         -          nacht_mafft_aligned  -            1.1e-12   47.5   0.0   1.6e-12   47.0   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g1295, partial [Candolleomyces eurysporus]
KAJ2935369.1         -          nacht_mafft_aligned  -            1.2e-12   47.5   0.0   1.6e-12   47.1   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g1725, partial [Candolleomyces eurysporus]
KAJ2934102.1         -          nacht_mafft_aligned  -            1.2e-12   47.4   0.0   2.2e-12   46.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g2976, partial [Candolleomyces eurysporus]
KAJ2932310.1         -          nacht_mafft_aligned  -            1.2e-12   47.4   0.0   2.2e-12   46.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g4784, partial [Candolleomyces eurysporus]
KAJ2936325.1         -          nacht_mafft_aligned  -            1.3e-12   47.4   0.1     2e-12   46.8   0.1   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g769, partial [Candolleomyces eurysporus]
KAJ2920847.1         -          nacht_mafft_aligned  -            1.3e-12   47.3   0.0     2e-12   46.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g16250, partial [Candolleomyces eurysporus]
KAJ2929512.1         -          nacht_mafft_aligned  -            1.3e-12   47.3   0.0   2.1e-12   46.6   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g7569, partial [Candolleomyces eurysporus]
KAJ2925846.1         -          nacht_mafft_aligned  -            1.3e-12   47.3   0.0     2e-12   46.7   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g11248, partial [Candolleomyces eurysporus]
KAJ2923536.1         -          nacht_mafft_aligned  -            1.3e-12   47.3   0.0   2.7e-12   46.3   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g13557, partial [Candolleomyces eurysporus]
KAJ2926009.1         -          nacht_mafft_aligned  -            1.4e-12   47.2   0.0   2.2e-12   46.6   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g11083, partial [Candolleomyces eurysporus]
KAJ2923889.1         -          nacht_mafft_aligned  -            1.5e-12   47.2   0.0   2.9e-12   46.2   0.0   1.4   1   1   0   1   1   1   1 hypothetical protein H1R20_g13199, partial [Candolleomyces eurysporus]
KAJ2924096.1         -          nacht_mafft_aligned  -            1.5e-12   47.2   0.1   3.8e-12   45.8   0.0   1.6   2   0   0   2   2   1   1 hypothetical protein H1R20_g13002, partial [Candolleomyces eurysporus]
KAJ2934206.1         -          nacht_mafft_aligned  -            1.5e-12   47.1   0.0   2.6e-12   46.4   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g2913, partial [Candolleomyces eurysporus]
KAJ2935106.1         -          nacht_mafft_aligned  -            1.7e-12   47.0   0.0   2.7e-12   46.3   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g2010, partial [Candolleomyces eurysporus]
KAJ2925791.1         -          nacht_mafft_aligned  -            1.7e-12   46.9   0.0   3.5e-12   45.9   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g11302, partial [Candolleomyces eurysporus]
KAJ2935551.1         -          nacht_mafft_aligned  -            1.8e-12   46.9   0.0   3.2e-12   46.1   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g1542, partial [Candolleomyces eurysporus]
KAJ2925826.1         -          nacht_mafft_aligned  -            1.8e-12   46.9   0.0   3.1e-12   46.1   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g11268, partial [Candolleomyces eurysporus]
KAJ2926010.1         -          nacht_mafft_aligned  -            1.9e-12   46.8   0.0   3.5e-12   45.9   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g11082, partial [Candolleomyces eurysporus]
KAJ2926691.1         -          nacht_mafft_aligned  -            1.9e-12   46.8   0.0     3e-12   46.1   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g10400, partial [Candolleomyces eurysporus]
KAJ2923248.1         -          nacht_mafft_aligned  -              2e-12   46.8   0.0   3.7e-12   45.9   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g13846, partial [Candolleomyces eurysporus]
KAJ2930604.1         -          nacht_mafft_aligned  -            2.1e-12   46.6   0.0   2.7e-12   46.3   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g6492, partial [Candolleomyces eurysporus]
KAJ2925899.1         -          nacht_mafft_aligned  -            2.2e-12   46.6   0.7   3.1e-12   46.1   0.0   1.5   2   0   0   2   2   1   1 hypothetical protein H1R20_g11191, partial [Candolleomyces eurysporus]
KAJ2932316.1         -          nacht_mafft_aligned  -            2.2e-12   46.6   0.0   3.7e-12   45.9   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g4785, partial [Candolleomyces eurysporus]
KAJ2926399.1         -          nacht_mafft_aligned  -            2.2e-12   46.6   0.0   3.6e-12   45.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g10698, partial [Candolleomyces eurysporus]
KAJ2932463.1         -          nacht_mafft_aligned  -            2.3e-12   46.6   0.0   3.6e-12   45.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g4627, partial [Candolleomyces eurysporus]
KAJ2921451.1         -          nacht_mafft_aligned  -            2.4e-12   46.5   0.0   3.6e-12   45.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g15643, partial [Candolleomyces eurysporus]
KAJ2933099.1         -          nacht_mafft_aligned  -            2.4e-12   46.5   0.0     4e-12   45.8   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g4002, partial [Candolleomyces eurysporus]
KAJ2925365.1         -          nacht_mafft_aligned  -            2.4e-12   46.5   0.0   5.5e-12   45.3   0.0   1.5   2   0   0   2   2   1   1 hypothetical protein H1R20_g11668, partial [Candolleomyces eurysporus]
KAJ2935844.1         -          nacht_mafft_aligned  -            2.5e-12   46.4   0.0   4.1e-12   45.7   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g1249, partial [Candolleomyces eurysporus]
KAJ2923355.1         -          nacht_mafft_aligned  -            2.6e-12   46.4   0.0   4.2e-12   45.7   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g13737, partial [Candolleomyces eurysporus]
KAJ2926856.1         -          nacht_mafft_aligned  -            2.6e-12   46.4   0.0   2.8e-09   36.4   0.0   2.4   3   0   0   3   3   2   1 hypothetical protein H1R20_g10239, partial [Candolleomyces eurysporus]
KAJ2925445.1         -          nacht_mafft_aligned  -            2.7e-12   46.3   0.0   4.5e-12   45.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g11649, partial [Candolleomyces eurysporus]
KAJ2931082.1         -          nacht_mafft_aligned  -            2.7e-12   46.3   0.0   5.1e-12   45.4   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g6006, partial [Candolleomyces eurysporus]
KAJ2924848.1         -          nacht_mafft_aligned  -            2.7e-12   46.3   0.0   5.3e-12   45.4   0.0   1.4   1   1   0   1   1   1   1 hypothetical protein H1R20_g12236, partial [Candolleomyces eurysporus]
KAJ2926003.1         -          nacht_mafft_aligned  -            2.7e-12   46.3   0.0     5e-12   45.4   0.0   1.4   1   1   0   1   1   1   1 hypothetical protein H1R20_g11078, partial [Candolleomyces eurysporus]
KAJ2929349.1         -          nacht_mafft_aligned  -            2.8e-12   46.3   0.0   4.9e-12   45.5   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g7738, partial [Candolleomyces eurysporus]
KAJ2922313.1         -          nacht_mafft_aligned  -            2.9e-12   46.2   0.0   4.5e-12   45.6   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g14791, partial [Candolleomyces eurysporus]
KAJ2932499.1         -          nacht_mafft_aligned  -            2.9e-12   46.2   0.0   4.5e-12   45.6   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g4612, partial [Candolleomyces eurysporus]
KAJ2926329.1         -          nacht_mafft_aligned  -            2.9e-12   46.2   0.0     4e-12   45.7   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g10765, partial [Candolleomyces eurysporus]
KAJ2927358.1         -          nacht_mafft_aligned  -              3e-12   46.2   0.0   6.1e-12   45.1   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g9732, partial [Candolleomyces eurysporus]
KAJ2923634.1         -          nacht_mafft_aligned  -            3.3e-12   46.0   0.0     5e-12   45.4   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g13466, partial [Candolleomyces eurysporus]
KAJ2922141.1         -          nacht_mafft_aligned  -            3.4e-12   46.0   0.1   3.4e-12   46.0   0.1   1.8   2   0   0   2   2   1   1 hypothetical protein H1R20_g14943, partial [Candolleomyces eurysporus]
KAJ2932053.1         -          nacht_mafft_aligned  -            3.5e-12   45.9   0.0   8.8e-12   44.6   0.0   1.6   1   1   0   1   1   1   1 hypothetical protein H1R20_g5051, partial [Candolleomyces eurysporus]
KAJ2927389.1         -          nacht_mafft_aligned  -            3.8e-12   45.8   0.0   8.4e-12   44.7   0.0   1.5   1   0   0   1   1   1   1 hypothetical protein H1R20_g9703, partial [Candolleomyces eurysporus]
KAJ2935731.1         -          nacht_mafft_aligned  -            3.9e-12   45.8   0.0   6.1e-12   45.1   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g1361, partial [Candolleomyces eurysporus]
KAJ2927778.1         -          nacht_mafft_aligned  -              4e-12   45.7   0.0   7.5e-12   44.8   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g9325, partial [Candolleomyces eurysporus]
KAJ2927794.1         -          nacht_mafft_aligned  -            4.3e-12   45.6   0.0   6.9e-12   45.0   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g9296, partial [Candolleomyces eurysporus]
KAJ2933498.1         -          nacht_mafft_aligned  -            4.5e-12   45.6   0.0   8.8e-12   44.6   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g3591, partial [Candolleomyces eurysporus]
KAJ2934207.1         -          nacht_mafft_aligned  -            4.6e-12   45.6   0.0   6.8e-12   45.0   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g2914, partial [Candolleomyces eurysporus]
KAJ2921251.1         -          nacht_mafft_aligned  -            4.7e-12   45.5   0.0   8.4e-12   44.7   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g15842, partial [Candolleomyces eurysporus]
KAJ2928123.1         -          nacht_mafft_aligned  -            4.8e-12   45.5   0.1   1.5e-11   43.8   0.0   1.8   1   1   1   2   2   1   1 hypothetical protein H1R20_g8970, partial [Candolleomyces eurysporus]
KAJ2929567.1         -          nacht_mafft_aligned  -            4.8e-12   45.5   0.0   1.4e-11   44.0   0.0   1.6   1   1   1   2   2   1   1 hypothetical protein H1R20_g7535, partial [Candolleomyces eurysporus]
KAJ2931162.1         -          nacht_mafft_aligned  -            4.9e-12   45.5   0.0   8.2e-12   44.7   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g5890, partial [Candolleomyces eurysporus]
KAJ2929509.1         -          nacht_mafft_aligned  -              5e-12   45.4   0.1   7.7e-12   44.8   0.1   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g7578, partial [Candolleomyces eurysporus]
KAJ2927200.1         -          nacht_mafft_aligned  -            5.1e-12   45.4   0.0     8e-12   44.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g9892, partial [Candolleomyces eurysporus]
KAJ2927332.1         -          nacht_mafft_aligned  -            5.1e-12   45.4   0.0   8.5e-12   44.7   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g9763, partial [Candolleomyces eurysporus]
KAJ2934069.1         -          nacht_mafft_aligned  -            5.3e-12   45.4   0.0   8.3e-12   44.7   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g3021, partial [Candolleomyces eurysporus]
KAJ2928156.1         -          nacht_mafft_aligned  -            5.4e-12   45.3   0.0   1.1e-11   44.3   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g8929, partial [Candolleomyces eurysporus]
KAJ2925834.1         -          nacht_mafft_aligned  -            5.8e-12   45.2   0.0   9.2e-12   44.6   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g11260, partial [Candolleomyces eurysporus]
KAJ2932497.1         -          nacht_mafft_aligned  -            5.8e-12   45.2   0.0   8.5e-12   44.7   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g4615, partial [Candolleomyces eurysporus]
KAJ2922564.1         -          nacht_mafft_aligned  -              6e-12   45.2   0.0     1e-11   44.4   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g14530, partial [Candolleomyces eurysporus]
KAJ2928129.1         -          nacht_mafft_aligned  -            6.2e-12   45.1   0.0   1.1e-11   44.3   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g8971, partial [Candolleomyces eurysporus]
KAJ2925827.1         -          nacht_mafft_aligned  -            6.3e-12   45.1   0.1   1.5e-11   43.9   0.0   1.6   2   0   0   2   2   1   1 hypothetical protein H1R20_g11265, partial [Candolleomyces eurysporus]
KAJ2927713.1         -          nacht_mafft_aligned  -            6.6e-12   45.0   0.0   1.1e-11   44.3   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g9383, partial [Candolleomyces eurysporus]
KAJ2932666.1         -          nacht_mafft_aligned  -            6.6e-12   45.0   0.0   1.1e-11   44.3   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g4440, partial [Candolleomyces eurysporus]
KAJ2934406.1         -          nacht_mafft_aligned  -            7.2e-12   44.9   0.0   1.3e-11   44.1   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g2650, partial [Candolleomyces eurysporus]
KAJ2935325.1         -          nacht_mafft_aligned  -            7.2e-12   44.9   0.0   1.2e-11   44.2   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g1769, partial [Candolleomyces eurysporus]
KAJ2936041.1         -          nacht_mafft_aligned  -            7.7e-12   44.8   0.0   1.4e-11   44.0   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g1052, partial [Candolleomyces eurysporus]
KAJ2925647.1         -          nacht_mafft_aligned  -            7.9e-12   44.8   0.1   3.2e-11   42.8   0.0   1.7   1   1   1   2   2   1   1 hypothetical protein H1R20_g11446, partial [Candolleomyces eurysporus]
KAJ2924141.1         -          nacht_mafft_aligned  -              8e-12   44.8   0.0   1.2e-11   44.2   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g12950, partial [Candolleomyces eurysporus]
KAJ2936316.1         -          nacht_mafft_aligned  -              8e-12   44.8   0.0   1.4e-11   44.0   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g785, partial [Candolleomyces eurysporus]
KAJ2929822.1         -          nacht_mafft_aligned  -            8.1e-12   44.7   0.0   1.3e-11   44.1   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g7265, partial [Candolleomyces eurysporus]
KAJ2929550.1         -          nacht_mafft_aligned  -            8.2e-12   44.7   0.0   2.2e-11   43.3   0.0   1.6   1   1   1   2   2   1   1 hypothetical protein H1R20_g7524, partial [Candolleomyces eurysporus]
KAJ2932149.1         -          nacht_mafft_aligned  -            8.2e-12   44.7   0.0   1.4e-11   44.0   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g4947, partial [Candolleomyces eurysporus]
KAJ2933251.1         -          nacht_mafft_aligned  -            8.5e-12   44.7   0.0   9.9e-12   44.4   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein H1R20_g3848, partial [Candolleomyces eurysporus]
KAJ2927399.1         -          nacht_mafft_aligned  -            8.8e-12   44.6   0.0   1.5e-11   43.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g9689, partial [Candolleomyces eurysporus]
KAJ2922443.1         -          nacht_mafft_aligned  -            8.9e-12   44.6   0.0   1.6e-11   43.8   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g14661, partial [Candolleomyces eurysporus]
KAJ2927330.1         -          nacht_mafft_aligned  -              9e-12   44.6   0.0   1.5e-11   43.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g9761, partial [Candolleomyces eurysporus]
KAJ2935858.1         -          nacht_mafft_aligned  -              9e-12   44.6   0.0   1.5e-11   43.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g1236, partial [Candolleomyces eurysporus]
KAJ2932275.1         -          nacht_mafft_aligned  -            9.2e-12   44.6   0.1   1.6e-11   43.8   0.1   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g4824, partial [Candolleomyces eurysporus]
KAJ2925210.1         -          nacht_mafft_aligned  -            9.4e-12   44.5   0.0   1.6e-11   43.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g11891, partial [Candolleomyces eurysporus]
KAJ2930450.1         -          nacht_mafft_aligned  -            9.8e-12   44.5   0.0   1.4e-11   43.9   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g6643, partial [Candolleomyces eurysporus]
KAJ2930590.1         -          nacht_mafft_aligned  -              1e-11   44.4   0.1   1.7e-11   43.7   0.1   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g6504, partial [Candolleomyces eurysporus]
KAJ2920661.1         -          nacht_mafft_aligned  -              1e-11   44.4   0.0   1.8e-11   43.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g16431, partial [Candolleomyces eurysporus]
KAJ2926404.1         -          nacht_mafft_aligned  -              1e-11   44.4   0.0   1.8e-11   43.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g10694, partial [Candolleomyces eurysporus]
KAJ2925645.1         -          nacht_mafft_aligned  -            1.1e-11   44.4   0.0     2e-11   43.5   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g11445, partial [Candolleomyces eurysporus]
